Rank,Name,Net Worth,Age,Source,Country
1351,Pavel Baudis,$2.3 B,63,Software,Czech Republic
1352,Arvind Tiku,$2.3 B,53,"Oil & gas, investments",India
1353,Tran Dinh Long,$2.3 B,62,Steel,Vietnam
1354,Fiona Geminder,$2.3 B,59,Manufacturing,Australia
1355,Arnout Schuijff,$2.3 B,56,Payments software,Netherlands
1356,Hong Jie,$2.3 B,56,Paint,China
1357,Lin Xiucheng & family,$2.3 B,68,Electronics,China
1358,Steven Meng Yang & family,$2.3 B,41,Electronics,China
1359,Stephan Schmidheiny,$2.3 B,76,Investments,Switzerland
1360,Edward Stack,$2.3 B,69,Dick's Sporting Goods,United States
1361,Dong Wei,$2.3 B,53,Pharmaceuticals,China
1362,Riley Bechtel & family,$2.3 B,71,"Engineering, construction",United States
1363,Fred Ehrsam,$2.3 B,35,cryptocurrency exchange,United States
1364,Zhang Hongwei,$2.3 B,69,"Oil, banking",China
1365,Chen Tianshi,$2.3 B,38,Semiconductors,China
1366,Alexandra Daitch,$2.3 B,61,Cargill,United States
1366,Lucy Stitzer,$2.3 B,64,Cargill,United States
1366,Sarah MacMillan,$2.3 B,70,Cargill,United States
1369,Lim Kok Thay,$2.3 B,72,Casinos,Malaysia
1370,Jeff Sutton,$2.3 B,63,Real estate,United States
1371,Jared Isaacman,$2.3 B,40,Payment processing,United States
1372,Stefan Soloviev,$2.3 B,48,"Real estate, grains",United States
1373,R.G. Chandramogan,$2.3 B,74,Dairy,India
1374,Adam Kwok,$2.3 B,40,Real estate,Hong Kong
1375,Mark Davis,$2.3 B,68,Las Vegas Raiders,United States
1376,Martin Bouygues,$2.3 B,,"Construction, media",France
1376,Olivier Bouygues,$2.3 B,73,"Construction, media",France
1378,Rubens Ometto Silveira Mello,$2.3 B,74,"Sugar, ethanol",Brazil
1379,James Jannard,$2.3 B,74,Sunglasses,United States
1380,Hans-Werner Hector,$2.3 B,83,SAP,Germany
1381,John Armitage,$2.3 B,64,Hedge funds,Ireland
1382,Dennis Gillings,$2.3 B,79,Clinical trials,United Kingdom
1383,Solomon Lew,$2.3 B,78,Retail,Australia
1384,Alan Wilson,$2.3 B,83,Retailing,Australia
1384,Bruce Wilson,$2.3 B,77,Retailing,Australia
1384,John Wilson,$2.3 B,86,Retailing,Australia
1387,Shi Yonghong & family,$2.3 B,54,Restaurants,China
1388,William Boyd & family,$2.3 B,92,"Casinos, banking",United States
1389,Ni Yongpei & family,$2.2 B,71,Beverages,China
1390,Reid Hoffman,$2.2 B,56,LinkedIn,United States
1391,Tom Ford,$2.2 B,62,Fashion,United States
1392,Irving Grousbeck & family,$2.2 B,89,"Telecommunication, sports",United States
1393,Alex Shevchenko,$2.2 B,44,Software,Canada
1393,Max Lytvyn,$2.2 B,44,Software,Canada
1395,Chao Teng-hsiung,$2.2 B,79,Real estate,Taiwan
1396,Chen Shibin,$2.2 B,57,Quartz products,China
1397,Filiz Sahenk,$2.2 B,56,Diversified,Turkey
1398,Ajay Parekh,$2.2 B,66,Adhesives,India
1399,David Blitzer,$2.2 B,54,Sports,United States
1400,Bang Si-hyuk,$2.2 B,51,Entertainment,South Korea
1401,William Lauder,$2.2 B,63,Estee Lauder,United States
1402,Noam Gottesman,$2.2 B,62,Hedge funds,United States
1403,Yeung Kin-man,$2.2 B,59,Electronics,Hong Kong
1404,Andrew Tan,$2.2 B,71,Diversified,Philippines
1405,Stein Erik Hagen,$2.2 B,67,Consumer goods,Norway
1406,Otto Toto Sugiri,$2.2 B,70,Data centers,Indonesia
1407,Xie Bingkun & family,$2.2 B,57,Pearlescent pigments,China
1408,Narendrakumar Parekh,$2.2 B,85,Adhesives,India
1409,Jeffrey Gundlach,$2.2 B,65,Investments,United States
1410,Liang Feng,$2.2 B,55,Manufacturing,China
1411,Prayudh Mahagitsiri,$2.2 B,78,"Coffee, shipping",Thailand
1412,Anthony Wood,$2.2 B,58,Roku,United States
1413,Dermot Desmond,$2.2 B,73,Finance,Ireland
1414,Anand Burman,$2.2 B,71,Consumer goods,India
1415,Drew Houston,$2.2 B,40,Cloud storage service,United States
1416,Brett Blundy,$2.2 B,63,"Retail, agribusiness",Australia
1417,Abilio dos Santos Diniz,$2.2 B,87,Retail,Brazil
1418,Oren Zeev,$2.2 B,59,Investments,Israel
1419,Wilhelm Beier & family,$2.2 B,67,Pharmaceuticals,Germany
1420,Timothy Boyle,$2.2 B,74,Columbia Sportswear,United States
1421,Kevin Systrom,$2.2 B,40,Instagram,United States
1422,Benjamin Zhengmin Pan & family,$2.2 B,54,Electronics,China
1423,Kamal Ghaffarian,$2.2 B,65,"Space, energy",United States
1424,Chow Shing Yuk,$2.2 B,45,logistics,Hong Kong
1425,Huang Yi,$2.2 B,62,Car dealerships,Hong Kong
1426,Hortensia Herrero,$2.2 B,73,Supermarkets,Spain
1427,Ilson Mateus & family,$2.2 B,60,Supermarkets,Brazil
1428,Shmuel Harlap,$2.2 B,79,Automotive,Israel
1429,Clayton Zekelman,$2.2 B,54,Steel,Canada
1430,Yang Weidong & family,$2.2 B,55,Chemicals,China
1431,Wang Xicheng & family,$2.2 B,75,Tires,China
1432,Georgi Domuschiev,$2.2 B,51,"Animal health, investments",Bulgaria
1432,Kiril Domuschiev,$2.2 B,54,"Animal health, investments",Bulgaria
1434,Bob Ell,$2.2 B,79,Real estate,Australia
1435,Liang Xinjun,$2.2 B,55,Investments,Singapore
1436,Alex Beard,$2.2 B,56,"Mining, commodities",United Kingdom
1437,Adam Neumann,$2.2 B,44,WeWork,Israel
1438,Lee Bass,$2.2 B,67,"Oil, investments",United States
1439,Katsumi Tada,$2.2 B,78,real estate,Japan
1440,Peter Sondakh,$2.2 B,73,Investments,Indonesia
1441,Shlomo Kramer,$2.2 B,57,"Software, investments",Israel
1442,Douglas Hsu,$2.2 B,81,Diversified,Taiwan
1443,Paul Foster,$2.2 B,66,Oil refining,United States
1444,Louise Lindh,$2.2 B,44,Investments,Sweden
1445,Liang Yunchao,$2.2 B,54,Nutritional supplements,China
1446,Harley Sy,$2.2 B,64,Diversified,Philippines
1447,Howard Marks,$2.2 B,77,Private equity,United States
1448,Kailashchandra Nuwal,$2.2 B,66,Industrial explosives,India
1449,Francois Feuillet & family,$2.2 B,74,"Motorhomes, RVs",France
1450,Caroline Hagen Kjos,$2.2 B,40,Conglomerate,Norway
1451,Lam Wai-ying,$2.2 B,,Smartphone screens,Hong Kong
1452,Patrick Zalupski,$2.2 B,43,homebuilding,United States
1453,Michael Minhong Yu,$2.2 B,62,Education,China
1454,Karin Schick,$2.2 B,,Information technology,Germany
1455,Chen Jinxia,$2.1 B,55,Investments,China
1456,Prem Kumar Arora,$2.1 B,85,Pharmaceuticals,India
1457,Zhang Jian,$2.1 B,54,"Electric bikes, scooters",China
1458,Bahaa Hariri,$2.1 B,57,"Real estate, investments",Lebanon
1459,Leonid Radvinsky,$2.1 B,41,E-commerce,United States
1460,Kommer Damen,$2.1 B,79,Shipbuilding,Netherlands
1461,David Mindus,$2.1 B,51,Real estate,Sweden
1462,Su Qingcan,$2.1 B,54,Healthcare,China
1463,Michael Ying,$2.1 B,74,Retail,Hong Kong
1464,Patrick Hanrahan,$2.1 B,68,Software,United States
1465,Gordon Getty,$2.1 B,90,Getty Oil,United States
1466,Huang Chulong,$2.1 B,65,Real estate,Canada
1467,Weng Xianding,$2.1 B,62,Medical devices,China
1468,Radha Vembu,$2.1 B,51,Business software,India
1469,B. Wayne Hughes Jr,$2.1 B,64,Storage facilities,United States
1470,Jennifer Pritzker,$2.1 B,73,"Hotels, investments",United States
1471,Torsten Toeller,$2.1 B,57,Pet food,Germany
1472,Teresita Sy-Coson,$2.1 B,73,Diversified,Philippines
1473,Travis Boersma,$2.1 B,53,Coffee,United States
1474,Albert Avdolyan,$2.1 B,53,"Oil, mining",Russia
1475,Alexander Mamut,$2.1 B,63,Investments,Russia
1476,Cai Huabo,$2.1 B,48,Electronics,China
1477,Thomas Steyer,$2.1 B,66,Hedge funds,United States
1478,Aerin Lauder,$2.1 B,53,Estee Lauder,United States
1479,Alfredo Egydio Arruda Villela Filho,$2.1 B,54,Banking,Brazil
1480,Jim Thompson,$2.1 B,83,Logistics,United States
1481,T. Denny Sanford,$2.1 B,88,"Banking, credit cards",United States
1482,Anita Zucker,$2.1 B,71,Chemicals,United States
1483,Marc Lasry,$2.1 B,63,Hedge funds,United States
1484,Eugene Kaspersky,$2.1 B,58,Software,Russia
1485,Fritz Draexlmaier,$2.1 B,,Auto parts,Germany
1486,Ana Lucia de Mattos Barretto Villela,$2.1 B,50,Banking,Brazil
1487,Jane Goldman,$2.1 B,68,Real estate,United States
1488,Li Zhongchu,$2.1 B,60,Software,China
1489,Paul Saville,$2.1 B,68,Homebuilder,United States
1490,D. Leopoldo Del Pino,$2.1 B,61,Construction,Spain
1491,Kristo Käärmann,$2.1 B,43,"Payments, banking",Estonia
1492,Victor Pinchuk,$2.1 B,63,"Steel pipes, diversified",Ukraine
1493,Daniel Lubetzky,$2.1 B,55,Snack bars,United States
1494,Barbara Tyson,$2.1 B,74,Food processing,United States
1495,Lin Chang Su-O,$2.1 B,83,Real estate,Taiwan
1496,James Leprino,$2.1 B,86,Cheese,United States
1497,Ben Silbermann,$2.1 B,41,Social media,United States
1498,Ryan Smith,$2.1 B,45,Cloud computing,United States
1499,Ales Zavoral,$2.1 B,47,E-commerce,Czech Republic
1500,Wang Chou-hsiong,$2.1 B,82,Footwear,Taiwan
1501,Surjit Kumar Gupta,$2.1 B,81,Electrical equipment,India
1502,Ion Tiriac,$2.1 B,84,"Banking, insurance",Romania
1503,Peter Lim,$2.1 B,70,Investments,Singapore
1504,Igor Makarov,$2.1 B,61,Investments,Cyprus
1505,Julio Bozano,$2.1 B,87,Banking,Brazil
1506,Brian Roberts,$2.1 B,64,Comcast,United States
1507,Jitendra Virwani,$2.1 B,57,Real estate,India
1508,Somphote Ahunai,$2.1 B,56,Renewable energy,Thailand
1509,Karl Scheufele III & family,$2.1 B,85,Jewelry,Switzerland
1510,William Koch,$2.1 B,83,"Oil, investments",United States
1511,Wong Man Li,$2.1 B,58,Furniture,Hong Kong
1512,Heikki Kyostila,$2.1 B,77,Dental products,Finland
1513,Sun Mengquan & family,$2.1 B,73,Edible oil,China
1514,Dominika Kulczyk,$2.1 B,46,Diversified,Poland
1515,Michal Strnad,$2.1 B,31,Defense Contracting,Czech Republic
1516,Andrey Andreev,$2.0 B,49,Online dating,United Kingdom
1517,Clive Palmer,$2.0 B,69,Mining,Australia
1518,David Adelman,$2.0 B,51,"Real estate, asset management",United States
1519,Anand Deshpande,$2.0 B,61,Technology,India
1520,John Hancock,$2.0 B,47,Mining,Australia
1521,Maria Franca Fissolo,$2.0 B,89,"Nutella, chocolates",Italy
1522,Thomas Wu,$2.0 B,73,Finance,Taiwan
1523,Michael Ashcroft,$2.0 B,78,Security,United Kingdom
1524,Raj Sardana,$2.0 B,63,Technology services,United States
1525,Suhail Bahwan,$2.0 B,85,Diversified,Oman
1526,Ginia Rinehart,$2.0 B,37,Mining,Australia
1527,Nihat Ozdemir,$2.0 B,73,Diversified,Turkey
1527,Sezai Bacaksiz,$2.0 B,74,Diversified,Turkey
1529,P.P. Reddy,$2.0 B,66,Infrastructure,India
1530,Wong Luen Hei,$2.0 B,62,Building materials,China
1531,William Young,$2.0 B,82,Plastics,United States
1532,Edward Lampert,$2.0 B,61,Sears,United States
1533,Samuel Chen,$2.0 B,74,Investments,Taiwan
1534,Marcelo Claure,$2.0 B,53,Cell phone distribution,United States
1535,Li Liangbin,$2.0 B,56,Lithium,China
1536,Louis Le Duff,$2.0 B,77,Bakeries,France
1537,Bianca Rinehart,$2.0 B,46,Mining,Australia
1537,Hope Welker,$2.0 B,38,Mining,Australia
1539,Linda Pritzker,$2.0 B,70,"Hotels, investments",United States
1540,Craig McCaw,$2.0 B,74,Telecom,United States
1541,Zheng Jianjiang & family,$2.0 B,62,Electrical equipment,China
1542,Alexander Svetakov,$2.0 B,55,Real estate,Russia
1543,Paul Lee,$2.0 B,66,Battery separators,United States
1544,Liu Xiaodong,$2.0 B,56,Flavorings,China
1545,Hou Juncheng,$2.0 B,59,Cosmetics,China
1546,Simon Nixon,$2.0 B,56,Price comparison website,United Kingdom
1547,Alexander Nesis,$2.0 B,61,"Metals, banking, fertilizers",Russia
1548,Amy Goldman Fowler,$2.0 B,69,Real estate,United States
1549,Wichai Thongtang,$2.0 B,77,Investments,Thailand
1550,Lee Yeow Seng,$2.0 B,46,"Palm oil, property",Malaysia
1551,Pierre Karl Péladeau,$2.0 B,62,Media,Canada
1552,Richard Fortin,$2.0 B,75,Convinience stores,Canada
1553,Elaine Wynn,$2.0 B,81,"Casinos, hotels",United States
1554,Liang Rubo,$2.0 B,41,TikTok,China
1555,Jack Cockwell,$2.0 B,82,"Real estate, private equity",Canada
1556,Thaksin Shinawatra,$2.0 B,74,Investments,Thailand
1557,Mika Anttonen,$2.0 B,57,Oil & gas,Finland
1558,Jayme Garfinkel & family,$2.0 B,78,Insurance,Brazil
1559,Stephen Butt & family,$2.0 B,68,Supermarkets,United States
1560,Howard Butt III & family,$2.0 B,71,Supermarkets,United States
1561,Charlotte Colket Weber,$2.0 B,81,Campbell Soup,United States
1562,Sylvia Stroeher,$2.0 B,68,Cosmetics,Germany
1563,Hermanto Tanoko,$2.0 B,61,Paints,Indonesia
1564,Diane Kemper,$2.0 B,78,Real estate,United States
1565,Amy Wyss,$2.0 B,53,Medical equipment,United States
1566,Liora Ofer,$2.0 B,70,Investments,Israel
1567,Jay Hennick,$2.0 B,66,Real estate finance,Canada
1568,Chu Lam Yiu,$2.0 B,54,Flavorings,Hong Kong
1569,Chang Jianming & family,$2.0 B,58,Industrial equipment,China
1570,Zhang Jingzhang & family,$2.0 B,88,Precision machinery,China
1571,Guilherme Benchimol,$2.0 B,47,financial services,Brazil
1572,Liang Zhaoxian,$2.0 B,58,Appliances,China
1573,Joe Lacob,$2.0 B,67,Golden State Warriors,United States
1574,Lin Fanlian,$2.0 B,62,"Energy, real estate",China
1575,Nicola Bulgari,$2.0 B,82,Luxury goods,Italy
1576,Daniel Chiu,$2.0 B,63,Oil & gas,Hong Kong
1577,Karl-Johan Persson,$2.0 B,48,H&M,Sweden
1578,Joao Roberto Marinho,$2.0 B,70,Media,Brazil
1578,Jose Roberto Marinho,$2.0 B,68,Media,Brazil
1580,Li Li,$2.0 B,58,Healthcare,China
1581,Alan Trefler,$2.0 B,67,Software,United States
1582,Zhao Tao,$2.0 B,58,Pharmaceuticals,Singapore
1583,Vardis Vardinoyannis & family,$2.0 B,90,Oil and gas,Greece
1584,David Booth,$2.0 B,78,Mutual funds,United States
1585,Jamie Dimon,$2.0 B,67,Banking,United States
1586,Alexander Karp,$2.0 B,56,Software firm,United States
1587,Heloise Pratt,$2.0 B,61,"Manufacturing, investment",Australia
1588,Stefan Olsson,$2.0 B,74,Diversified,Sweden
1589,Somsri Lamsam,$2.0 B,,Diversified,Thailand
1590,Larry Tanenbaum,$2.0 B,78,Sports,Canada
1591,Richard Kayne,$2.0 B,78,Investments,United States
1592,Hal Jackman,$2.0 B,91,"Insurance, investments",Canada
1593,Yuri Kovalchuk & family,$1.9 B,72,"Banking, insurance, media",Russia
1594,David Fong,$1.9 B,66,Real estate,Hong Kong
1595,Hui Wing Mau,$1.9 B,73,Real estate,Hong Kong
1596,Roberto Irineu Marinho,$1.9 B,76,Media,Brazil
1597,Atul Ruia,$1.9 B,52,Real estate,India
1598,John Ocampo,$1.9 B,64,Semiconductors,United States
1599,Bill Malhotra,$1.9 B,74,Real estate,Canada
1600,P.V. Krishna Reddy,$1.9 B,54,Infrastructure,India
1601,Alejandro Bulgheroni,$1.9 B,79,Oil & gas,Argentina
1602,Tim Cook,$1.9 B,63,Apple,United States
1603,Alberto Prada,$1.9 B,69,Luxury goods,Italy
1603,Marina Prada,$1.9 B,78,Luxury goods,Italy
1605,Oei Hong Leong,$1.9 B,75,Investments,Singapore
1606,Mrudula Parekh,$1.9 B,76,Adhesives,India
1607,Xu Shugen,$1.9 B,58,"Construction, mining machinery",China
1608,Zhang Wanzhen,$1.9 B,74,Electronics components,China
1609,Yin Yee Lee,$1.9 B,72,Glass,China
1610,Chi Yufeng,$1.9 B,53,Software,China
1611,Evan Williams,$1.9 B,51,Twitter,United States
1612,Devi Shetty,$1.9 B,70,Healthcare,India
1613,Jiang Yintai & family,$1.9 B,73,Auto parts,China
1614,Anthony Hall,$1.9 B,68,Technology,Australia
1615,Wang Ren-sheng,$1.9 B,92,Retail,Taiwan
1616,Michael Saylor,$1.9 B,58,cryptocurrency,United States
1617,Larry Robbins,$1.9 B,54,Hedge funds,United States
1618,Martin Lau,$1.9 B,50,E-commerce,Hong Kong
1619,G. Rajendran,$1.9 B,81,Jewellery,India
1620,Wang Chaobin,$1.9 B,68,Real estate,China
1621,Thomas Kwok,$1.9 B,72,Real estate,Hong Kong
1622,Zhang Ning,$1.9 B,49,Chemicals,Canada
1623,Elizabeth Sy,$1.9 B,71,Diversified,Philippines
1624,S.D. Shibulal,$1.9 B,68,Software services,India
1625,Robert Miller,$1.9 B,90,Retail,United Kingdom
1626,Palmer Luckey,$1.9 B,31,Virtual reality,United States
1627,James Dinan,$1.9 B,64,Hedge funds,United States
1628,Henry Swieca,$1.9 B,66,Hedge funds,United States
1629,Duke Reyes,$1.9 B,66,Beer distribution,United States
1630,Gerry Harvey,$1.9 B,84,Retail,Australia
1631,David Lichtenstein,$1.9 B,62,Real estate,United States
1632,Wei Ing-Chou,$1.9 B,70,"Food, beverages",Taiwan
1633,Pavan Jain,$1.9 B,72,Chemicals,India
1634,Melissa Ma,$1.9 B,,Internet search,China
1635,Spiro Latsis & family,$1.9 B,77,"Banking, shipping",Greece
1636,Scott Kapnick,$1.9 B,64,Private equity,United States
1637,Charlotte Soderstrom,$1.9 B,46,H&M,Sweden
1637,Tom Persson,$1.9 B,38,H&M,Sweden
1639,Anurang Jain,$1.9 B,61,Auto parts,India
1640,Hu Rongda & family,$1.9 B,65,Chemicals,China
1641,Martin Viessmann,$1.9 B,70,Heating and cooling equipment,Germany
1642,Wei Yin-Chun,$1.9 B,66,"Food, beverages",Taiwan
1642,Wei Yin-Heng,$1.9 B,65,"Food, beverages",Taiwan
1642,Wei Ying-Chiao,$1.9 B,68,"Food, beverages",Taiwan
1645,Robert G. Miller,$1.9 B,78,Electronics components,Canada
1646,Koo Kwang-mo,$1.9 B,45,LG,South Korea
1647,Phillip Frost,$1.9 B,87,Pharmaceuticals,United States
1648,George Yancopoulos,$1.9 B,64,Pharmaceuticals,United States
1649,Strive Masiyiwa,$1.8 B,62,Telecom,Zimbabwe
1650,Sheryl Sandberg,$1.8 B,54,Facebook,United States
1651,Jinxing Qi,$1.8 B,61,Real estate,China
1652,Mario Germano Giuliani,$1.8 B,51,Pharmaceuticals,Switzerland
1653,Sam Hupert,$1.8 B,69,Technology,Australia
1654,Chen Zhiping,$1.8 B,48,E-cigarettes,China
1655,Abhay Soi,$1.8 B,50,Healthcare,India
1656,Deepak Mehta,$1.8 B,67,Chemicals,India
1657,Binod Chaudhary,$1.8 B,68,Diversified,Nepal
1658,Roberto Herna&#769;ndez Ramirez,$1.8 B,81,"Banking, investments",Mexico
1659,Gang Ye,$1.8 B,43,Gaming,Singapore
1660,Nicola Leibinger-Kammueller,$1.8 B,64,Manufacturing,Germany
1660,Peter Leibinger,$1.8 B,57,Machine tools,Germany
1660,Regine Leibinger,$1.8 B,61,Machine tools,Germany
1663,P.N.C. Menon,$1.8 B,75,Real estate,Oman
1664,John de Mol,$1.8 B,68,TV programs,Netherlands
1665,Shao Qinxiang,$1.8 B,69,Diversified,China
1666,Todd Wagner,$1.8 B,63,Online media,United States
1667,David Zalik,$1.8 B,49,Financial technology,United States
1668,Zhang Liguo,$1.8 B,60,skincare,China
1669,Vladimir Yevtushenkov,$1.8 B,75,"Telecom, investments",Russia
1670,Maike Oberwelland-Height,$1.8 B,,Candy,Germany
1671,Scott Nuttall,$1.8 B,51,Private equity,United States
1672,Hao Hong,$1.8 B,68,Pharmaceuticals,United States
1673,Wu Zhigang & family,$1.8 B,88,Bakery chain,China
1674,Sergey Lomakin,$1.8 B,50,Retail,Russia
1675,Inder Jaisinghani,$1.8 B,70,Cables & wires,India
1676,Kwak Dong-shin,$1.8 B,49,semiconductors,South Korea
1677,Cameron Adams,$1.8 B,44,Software,Australia
1678,Marc Andreessen,$1.8 B,52,Venture capital investing,United States
1679,Reinold Geiger,$1.8 B,76,Beauty products,Austria
1680,Luis Frias,$1.8 B,60,mobile payments,Brazil
1681,Alan Zekelman,$1.8 B,61,Steel,Canada
1682,Shen Xiqiang & family,$1.8 B,75,Chemical,China
1683,A. Jayson Adair,$1.8 B,54,Damaged cars,United States
1684,Brian Higgins,$1.8 B,58,Hedge funds,United States
1684,Joe Lau,$1.8 B,34,"Blockchain, technology",United States
1684,Nikil Viswanathan,$1.8 B,36,Blockchain technology,United States
1684,O. Francis Biondi,$1.8 B,59,Hedge funds,United States
1684,Parker Conrad,$1.8 B,43,Software,United States
1689,Artem Khachatryan,$1.8 B,48,Retail,Russia
1690,Christopher Goldsbury,$1.8 B,81,Salsa,United States
1691,Mark Coombs,$1.8 B,62,Finance,United Kingdom
1692,Deng Weiming & family,$1.8 B,55,Battery components,China
1693,Chad Richison,$1.8 B,53,Payroll processing,United States
1694,Li Weiguo,$1.8 B,58,Construction materials,China
1695,Sabrina Benetton,$1.8 B,50,"Fashion retail, investments",Italy
1696,Valentin Kipyatkov,$1.8 B,47,Software,Cyprus
1697,Ilkka Herlin,$1.8 B,65,"Elevators, escalators",Finland
1698,Tian Ming,$1.8 B,70,Measuring instruments,China
1699,Hu Yangzhong,$1.8 B,58,Technology,China
1700,Gary Michelson,$1.8 B,74,Medical patents,United States
1701,Marek Dospiva,$1.8 B,54,Investments,Czech Republic
1702,Lesley Bamberger,$1.8 B,58,Real estate,Netherlands
1703,Charles Ergen,$1.8 B,70,Satellite TV,United States
1704,Riaz Valani,$1.8 B,47,E-cigarettes,United States
1705,Leslie Alexander,$1.8 B,80,Sports team,United States
1706,Roberto Angelini Rossi,$1.8 B,75,"Forestry, mining",Chile
1707,Phongthep Chiaravanont,$1.8 B,72,Diversified,Thailand
1708,Harald Link,$1.8 B,68,Diversified,Thailand
1709,Lin Dingqiang & family,$1.8 B,57,Real estate,Hong Kong
1710,Alberto Palatchi,$1.8 B,74,Wedding dresses,Spain
1711,Adriaan Mol,$1.8 B,39,Fintech,Netherlands
1712,James France,$1.8 B,79,"Nascar, racing",United States
1713,Giovanni Arvedi,$1.8 B,86,Steel,Italy
1714,Zhu Zhaojiang,$1.8 B,50,Smartphones,China
1715,John Elkann,$1.8 B,47,"FIAT, investments",Italy
1716,Gao Xingjiang,$1.8 B,60,Steel,China
1717,Zygmunt Solorz-Zak,$1.8 B,67,TV broadcasting,Poland
1718,Yoshiko Mori,$1.8 B,83,real estate,Japan
1719,Andres Santo Domingo,$1.8 B,45,Beer,United States
1720,Rolf Gerling,$1.8 B,69,Insurance,Germany
1721,Vinod Saraf,$1.8 B,71,Chemicals,India
1722,Ezra Nahmad,$1.8 B,78,Art,Monaco
1723,Manas Chiaravanond,$1.7 B,,Diversified,Thailand
1724,Ning Wang & family,$1.7 B,37,Toys,China
1725,Dragos Paval,$1.7 B,57,Retail,Romania
1726,John Goff,$1.7 B,68,Real estate,United States
1727,Michael Arougheti,$1.7 B,51,Finance,United States
1728,Ronald Perelman,$1.7 B,81,Leveraged buyouts,United States
1729,Huijiao Yu,$1.7 B,57,Package delivery,China
1730,Kim Kardashian,$1.7 B,43,"Shapewear, skincare",United States
1731,Will Adderley,$1.7 B,51,Home furnishings,United Kingdom
1732,Scott Lin,$1.7 B,90,Optical components,Taiwan
1733,Xu Zhihan,$1.7 B,51,Electronics,China
1734,Don Levin,$1.7 B,73,rolling papers,United States
1735,Massimo Moratti,$1.7 B,78,Oil refinery,Italy
1736,Jim Breyer,$1.7 B,62,Venture capital,United States
1737,David Peñaloza Alanís,$1.7 B,50,Toll roads,Mexico
1738,Prathip Chiravanond,$1.7 B,75,Diversified,Thailand
1739,Jonathan Tisch,$1.7 B,70,"Insurance, NFL team",United States
1740,Manfredi Lefebvre d'Ovidio & family,$1.7 B,70,Cruises,Italy
1741,Chey Tae-won,$1.7 B,63,"Oil, semiconductor",South Korea
1742,Bambang Sutantio,$1.7 B,65,Dairy & consumer products,Indonesia
1743,Lai Shixian,$1.7 B,49,Sports apparel,China
1744,Norbert Dentressangle & family,$1.7 B,69,"Transport, logistics",France
1745,William Foley II,$1.7 B,79,Financial services,United States
1746,Tom Werner,$1.7 B,73,Sports teams,United States
1747,Zbigniew Juroszek & family,$1.7 B,61,"Real estate, gambling",Poland
1748,Osman Kibar,$1.7 B,52,Biotech,United States
1749,Ni Zugen,$1.7 B,66,Appliances,China
1750,Lorinc Meszaros,$1.7 B,57,Diversified,Hungary
1751,Asok Kumar Hiranandani,$1.7 B,69,Real estate,Singapore
1752,Sathien Sathientham,$1.7 B,69,energy drinks,Thailand
1753,Pieter van der Does,$1.7 B,54,Payments software,Netherlands
1754,Jimmy John Liautaud,$1.7 B,59,Sandwich chain,United States
1755,Duncan MacMillan,$1.7 B,86,Bloomberg LP,United States
1756,Wang Wenmo,$1.7 B,66,Sports apparel,China
1757,Safra Catz,$1.7 B,62,Software,United States
1758,Bennett Rosenthal,$1.7 B,60,Finance,United States
1759,Yeh Kuo-I,$1.7 B,82,Manufacturing,Taiwan
1760,Jeffrey Michael & family,$1.7 B,67,Data management,United States
1761,David Kaplan,$1.7 B,56,Finance,United States
1762,Satish Reddy,$1.7 B,56,Pharmaceuticals,India
1763,Xu Xudong & family,$1.7 B,53,Auto parts,China
1764,Faisal Bin Qassim Al Thani,$1.7 B,76,"Hotels, diversified",Qatar
1765,Jeffrey Soffer,$1.7 B,56,Real estate,United States
1766,James Scapa,$1.7 B,66,Software,United States
1767,James Leininger,$1.7 B,78,Medical products,United States
1768,Josef Boquoi & family,$1.7 B,90,Frozen foods,Germany
1769,Anthony Langley,$1.7 B,69,Manufacturing,United Kingdom
1770,Hamdi Ulukaya,$1.7 B,51,Greek yogurt,Turkey
1771,Chris Wallin,$1.7 B,70,Mining,Australia
1772,Lu Di,$1.7 B,,Drones,China
1773,Conni Jonsson,$1.7 B,63,Asset management,Sweden
1774,Ron Corio,$1.7 B,62,Solar,United States
1775,Ivan Chrenko,$1.7 B,56,Real estate,Slovakia
1776,Keith Dunleavy & family,$1.7 B,54,Health IT,United States
1777,Jorge Perez,$1.7 B,74,Real estate,United States
1778,Stephen Winn,$1.7 B,77,Real estate services,United States
1779,Joe Rogers Jr,$1.7 B,77,Waffle House,United States
1780,Wu Kai,$1.7 B,56,Batteries,China
1781,Suh Kyung-bae,$1.7 B,60,Cosmetics,South Korea
1782,Andrei Krivenko,$1.7 B,48,Retail,Russia
1783,Ian Wood & family,$1.7 B,81,Energy services,United Kingdom
1784,Marianna Latsis & family,$1.7 B,70,"Banking, shipping",Greece
1785,Joseph Bae,$1.7 B,51,Private equity,United States
1786,K.C. Liu,$1.7 B,69,Manufacturing,Taiwan
1787,Mario Gabelli,$1.7 B,81,Money management,United States
1788,Ilona Herlin,$1.7 B,58,"Elevators, escalators",Finland
1789,Leonid Simanovsky,$1.7 B,74,Investments,Russia
1790,Art Levinson,$1.7 B,73,"Genentech, Apple",United States
1791,Hua Xuande & family,$1.7 B,80,Pharmaceuticals,China
1792,Zhao Fenggang,$1.7 B,58,Batteries,China
1793,Jim McKelvey,$1.7 B,58,Mobile payments,United States
1794,Alex Birkenstock,$1.7 B,55,Shoes,Germany
1794,Christian Birkenstock,$1.7 B,51,Shoes,Germany
